month_year,Lat,Lon,cv_y,mean_y,median_y,std_y,value_y
Apr 2024,-23.148,-25.016,0.17121159,26.47998,26.0,4.5336795,poc
Apr 2024,-22.956,-25.017,0.063919164,28.359863,27.199707,1.8127387,poc
Apr 2024,-22.807,-25.123,0.038828153,29.449951,29.399902,1.1434872,poc
Apr 2024,-22.584,-25.026,0.042251483,29.119823,29.600098,1.2303557,poc
Apr 2024,-22.41,-25.129,0.043600824,30.114119,30.399902,1.3130003,poc
Apr 2024,-22.231,-25.032,0.165487,28.079884,27.399902,4.646856,poc
Apr 2024,-22.086,-25.118,0.05845191,27.079784,27.199707,1.5828651,poc
Apr 2024,-21.938,-25.036,0.08064655,26.919922,27.0,2.1709988,poc
Apr 2024,-21.737,-25.044,0.08126095,27.599854,27.599854,2.2427902,poc
Apr 2024,-21.609,-25.048,0.061312947,26.799927,26.300049,1.6431825,poc
Apr 2024,-21.49,-25.046,0.045503777,25.719921,25.199707,1.1703535,poc
Apr 2024,-21.131,-25.051,0.07564917,24.342703,25.0,1.8415054,poc
Apr 2024,-20.97,-25.058,0.100636885,23.959864,23.0,2.411246,poc
Apr 2024,-20.792,-25.055,0.10484734,24.349915,23.099854,2.5530238,poc
Apr 2024,-20.617,-25.061,0.067091495,24.374817,23.799805,1.635343,poc
Apr 2024,-20.433,-25.064,0.11013766,24.914202,24.0,2.7439919,poc
Apr 2024,-20.38,-25.059,0.098195896,23.799938,23.399902,2.3370562,poc
Apr 2024,-20.373,-25.066,0.098195896,23.799938,23.399902,2.3370562,poc
Apr 2024,-20.152,-25.069,0.13503662,24.466715,23.100098,3.3039024,poc
Apr 2024,-19.975,-25.073,0.08805947,24.54269,23.799805,2.1612163,poc
Apr 2024,-19.81,-25.075,0.115224004,26.399849,26.799805,3.0418963,poc
Apr 2024,-19.643,-25.078,0.1253395,25.683228,24.299805,3.219123,poc
Apr 2024,-19.473,-25.083,0.07688789,24.710938,25.199707,1.8999718,poc
Apr 2024,-19.341,-25.084,0.085177876,24.71997,24.899902,2.1055946,poc
Apr 2024,-19.152,-25.085,0.09221651,24.688856,25.0,2.27672,poc
Apr 2024,-18.951,-25.084,0.091183774,24.13326,23.300049,2.2005618,poc
Apr 2024,-18.798,-25.084,0.07903415,24.199928,23.199707,1.9126207,poc
Apr 2024,-18.613,-25.085,0.08415706,25.04438,24.799805,2.1076612,poc
Apr 2024,-18.578,-25.086,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.573,-25.085,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.5585,-25.089,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.553,-25.09,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.551,-25.09,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.547,-25.08,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.544,-25.08,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.539,-25.092,0.09935724,24.71099,24.199707,2.455216,poc
Apr 2024,-18.436,-25.089,0.07839374,24.01811,23.199707,1.8828695,poc
Apr 2024,-18.339,-25.087,0.093055025,24.159912,24.0,2.2482011,poc
Apr 2024,-18.279,-25.091,0.11068485,25.19987,25.300049,2.7892437,poc
Apr 2024,-18.129,-25.086,0.059426833,23.51423,23.600098,1.3973763,poc
Apr 2024,-17.988,-25.056,0.069541164,24.690828,24.399902,1.7170289,poc
Apr 2024,-17.955,-25.083,0.069541164,24.690828,24.399902,1.7170289,poc
Apr 2024,-17.816,-25.078,0.06446981,23.707594,23.0,1.528424,poc
Apr 2024,-17.639,-25.072,0.109342545,24.033163,23.499756,2.6278472,poc
Apr 2024,-17.471,-25.069,0.08300394,23.374878,22.699951,1.9402069,poc
Apr 2024,-17.322,-25.066,0.0413487,23.657017,23.399902,0.97818685,poc
Apr 2024,-17.143,-25.06,0.079581335,23.872602,23.399902,1.8998137,poc
Apr 2024,-16.826,-25.052,0.08084228,24.759863,24.299805,2.0016437,poc
Apr 2024,-16.655,-25.047,0.07850498,24.955458,24.399902,1.9591278,poc
Apr 2024,-16.502,-25.043,0.09703094,24.844347,24.399902,2.4106703,poc
